% len P	len log2(P/expect)
0.001047	-0.9337385577312787
0.001003	-0.9956783940499065
0.000971	-1.0424567992428948
0.000971	-1.0424567992428948
0.000993	-1.0101343771337132
0.001014	-0.9799423476587465
0.001057	-0.9200246232794042
0.001101	-0.8611855310977181
0.001090	-0.8756718649977983
0.001079	-0.8903051351740698
0.001079	-0.8903051351740698
0.001068	-0.9050883529745333
0.001122	-0.8339273240532944
0.001111	-0.848141183272995
0.001144	-0.8059129478836975
0.001133	-0.8198521388415717
0.001079	-0.8903051351740698
0.001036	-0.9489759969755331
