% len P	len log2(P/expect)
0.001602	-0.32012585225337703
0.001667	-0.2627458956756702
0.001700	-0.23446525363702297
0.001740	-0.2009126939259964
0.001773	-0.17380746376339848
0.001822	-0.13447704086003626
0.001870	-0.09696172988708812
0.001903	-0.07172443838806514
0.001887	-0.08390557706164166
0.001976	-0.017417053077409567
0.001952	-0.035046947099200795
0.001919	-0.05964528846670695
0.001911	-0.06567222168463063
0.001830	-0.1281563514906822
0.001789	-0.16084661261017888
0.001797	-0.15440959115214525
0.001797	-0.15440959115214525
0.001756	-0.18770715512672886
0.001740	-0.2009126939259964
0.001651	-0.2766598797488292
0.001529	-0.38741159330128244
0.001464	-0.4500844463780446
0.001464	-0.4500844463780446
0.001342	-0.5756153284619034
0.001423	-0.4910643381356046
0.001456	-0.4579896444633908
0.001382	-0.5332423842738286
0.001326	-0.5929192245494994
0.001293	-0.6292777248518325
0.001260	-0.6665762662748083
0.001293	-0.6292777248518325
0.001326	-0.5929192245494994
0.001366	-0.5500425163719965
0.001309	-0.6115349027168463
0.001358	-0.5585165204173551
0.001285	-0.6382316405808467
0.001309	-0.6115349027168463
0.001334	-0.5842413334775022
0.001293	-0.6292777248518325
0.001285	-0.6382316405808467
0.001350	-0.5670405927238937
0.001334	-0.5842413334775022
0.001382	-0.5332423842738286
0.001366	-0.5500425163719965
0.001464	-0.4500844463780446
0.001521	-0.3949798469375905
0.001578	-0.34190279464862866
0.001464	-0.4500844463780446
0.001447	-0.4669350781303626
0.001431	-0.4829763279354193
0.001399	-0.5156040374973337
0.001334	-0.5842413334775022
0.001423	-0.4910643381356046
0.001358	-0.5585165204173551
0.001366	-0.5500425163719965
0.001252	-0.6757654377294687
0.001187	-0.7526800650201806
0.001098	-0.8651219456568883
0.001090	-0.8756718649977983
0.001098	-0.8651219456568883
0.001114	-0.8442507673220554
0.001130	-0.8236772273595371
0.001130	-0.8236772273595371
0.001065	-0.9091465695488865
0.001016	-0.9770995978899212
0.000935	-1.0969617298870882
0.000960	-1.0588936890535685
0.000951	-1.0724827538015236
0.000960	-1.0588936890535685
0.001041	-0.9420299313626701
0.001049	-0.9309853220848195
0.001033	-0.9531597457970273
0.001016	-0.9770995978899212
0.001033	-0.9531597457970273
0.001016	-0.9770995978899212
0.001082	-0.8862995008352716
0.001098	-0.8651219456568883
0.001008	-0.9885043611621706
0.001025	-0.9643760902692785
0.001000	-1.0
0.000886	-1.1746213961070688
0.000886	-1.1746213961070688
0.000854	-1.2276920250415968
0.000903	-1.1472021071812288
0.000886	-1.1746213961070688
0.000838	-1.2549778509627354
0.000764	-1.3883554566263383
0.000781	-1.3566055465201077
0.000805	-1.3129393116601076
0.000781	-1.3566055465201077
0.000805	-1.3129393116601076
0.000878	-1.1877071551267289
0.000862	-1.214240225572989
0.000886	-1.1746213961070688
0.000829	-1.2705559931663368
0.000797	-1.3273483706716154
0.000895	-1.1600404125104684
0.000903	-1.1472021071812288
0.000886	-1.1746213961070688
0.000878	-1.1877071551267289
0.000862	-1.214240225572989
0.000805	-1.3129393116601076
0.000773	-1.3714596807372397
0.000732	-1.4500844463780447
0.000724	-1.4659383975788818
0.000748	-1.4188898247744504
0.000789	-1.3419027946486286
0.000707	-1.5002178798526882
0.000724	-1.4659383975788818
0.000667	-1.5842413334775023
0.000683	-1.5500425163719964
0.000667	-1.5842413334775023
0.000707	-1.5002178798526882
0.000748	-1.4188898247744504
0.000821	-1.2845458728842822
0.000805	-1.3129393116601076
0.000773	-1.3714596807372397
0.000764	-1.3883554566263383
0.000764	-1.3883554566263383
0.000756	-1.4035418604410144
0.000756	-1.4035418604410144
0.000756	-1.4035418604410144
0.000756	-1.4035418604410144
0.000813	-1.2986727425870592
0.000716	-1.4819685073978306
0.000651	-1.6192705514964516
0.000659	-1.6016496296540355
0.000716	-1.4819685073978306
0.000691	-1.5332423842738285
0.000651	-1.6192705514964516
0.000618	-1.6943212567577124
0.000642	-1.639354797539784
0.000659	-1.6016496296540355
0.000618	-1.6943212567577124
0.000529	-1.9186603725480615
0.000577	-1.7933567760166045
0.000594	-1.7514651638613212
0.000569	-1.8134994423555053
0.000512	-1.965784284662087
0.000504	-1.9885043611621707
0.000512	-1.965784284662087
0.000512	-1.965784284662087
0.000488	-2.0350469470992008
0.000488	-2.0350469470992008
0.000512	-1.965784284662087
0.000520	-1.9434164716336328
0.000480	-2.0588936890535687
0.000496	-2.0115879742752116
0.000520	-1.9434164716336328
0.000529	-1.9186603725480615
0.000561	-1.8339273240532943
0.000594	-1.7514651638613212
0.000577	-1.7933567760166045
0.000594	-1.7514651638613212
0.000537	-1.8970060066766743
0.000504	-1.9885043611621707
0.000553	-1.8546486144273802
0.000569	-1.8134994423555053
0.000537	-1.8970060066766743
0.000537	-1.8970060066766743
0.000520	-1.9434164716336328
0.000480	-2.0588936890535687
0.000447	-2.1616532634787693
0.000488	-2.0350469470992008
0.000488	-2.0350469470992008
0.000504	-1.9885043611621707
0.000537	-1.8970060066766743
0.000496	-2.0115879742752116
0.000520	-1.9434164716336328
0.000488	-2.0350469470992008
0.000455	-2.1360615495760285
0.000455	-2.1360615495760285
0.000464	-2.107803289534515
0.000464	-2.107803289534515
0.000455	-2.1360615495760285
0.000423	-2.2412704315421372
0.000431	-2.214240225572989
0.000423	-2.2412704315421372
0.000407	-2.29689930039584
0.000366	-2.4500844463780447
0.000398	-2.3291596641184382
0.000398	-2.3291596641184382
0.000390	-2.3584539709124765
0.000382	-2.3883554566263383
0.000358	-2.4819685073978306
0.000317	-2.65744525452268
0.000358	-2.4819685073978306
0.000350	-2.5145731728297585
0.000366	-2.4500844463780447
0.000374	-2.4188898247744506
0.000390	-2.3584539709124765
0.000398	-2.3291596641184382
0.000390	-2.3584539709124765
0.000374	-2.4188898247744506
0.000374	-2.4188898247744506
0.000407	-2.29689930039584
0.000431	-2.214240225572989
0.000398	-2.3291596641184382
0.000415	-2.2688167584278
0.000415	-2.2688167584278
0.000415	-2.2688167584278
0.000464	-2.107803289534515
0.000439	-2.187707155126729
0.000496	-2.0115879742752116
0.000504	-1.9885043611621707
0.000480	-2.0588936890535687
0.000504	-1.9885043611621707
0.000480	-2.0588936890535687
0.000464	-2.107803289534515
0.000447	-2.1616532634787693
0.000439	-2.187707155126729
0.000472	-2.083141235300246
0.000407	-2.29689930039584
0.000407	-2.29689930039584
0.000366	-2.4500844463780447
0.000398	-2.3291596641184382
0.000398	-2.3291596641184382
0.000366	-2.4500844463780447
0.000382	-2.3883554566263383
0.000398	-2.3291596641184382
0.000407	-2.29689930039584
0.000439	-2.187707155126729
0.000374	-2.4188898247744506
0.000374	-2.4188898247744506
0.000366	-2.4500844463780447
0.000366	-2.4500844463780447
0.000333	-2.5864059175908247
0.000342	-2.547931769776189
0.000350	-2.5145731728297585
0.000333	-2.5864059175908247
0.000342	-2.547931769776189
0.000350	-2.5145731728297585
0.000285	-2.810966175609983
0.000325	-2.6214883767462704
0.000366	-2.4500844463780447
0.000358	-2.4819685073978306
0.000333	-2.5864059175908247
0.000350	-2.5145731728297585
