% LEN models/intron.len 1000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000112	1.1
0.007384	1.1
0.025916	1.1
0.041710	1.1
0.049961	1.1
0.052360	1.1
0.051325	1.1
0.048558	1.1
0.045067	1.1
0.041397	1.1
0.037830	1.1
0.034496	1.1
0.031447	1.1
0.028690	1.1
0.026214	1.1
0.023998	1.1
0.022016	1.1
0.020244	1.1
0.018656	1.1
0.017233	1.1
0.015954	1.1
0.014802	1.1
0.013762	1.1
0.012822	1.1
0.011969	1.1
0.011194	1.1
0.010488	1.1
0.009843	1.1
0.009254	1.1
0.008713	1.1
0.008216	1.1
0.007759	1.1
0.007337	1.1
0.006948	1.1
0.006587	1.1
0.006253	1.1
0.005942	1.1
0.005654	1.1
0.005385	1.1
0.005134	1.1
0.004900	1.1
0.004680	1.1
0.004475	1.1
0.004282	1.1
0.004102	1.1
0.003932	1.1
0.003772	1.1
0.003621	1.1
0.003479	1.1
0.003345	1.1
0.003218	1.1
0.003098	1.1
0.002984	1.1
0.002877	1.1
0.002774	1.1
0.002678	1.1
0.002585	1.1
0.002498	1.1
0.002415	1.1
0.002335	1.1
0.002260	1.1
0.002188	1.1
0.002119	1.1
0.002053	1.1
0.001990	1.1
0.001930	1.1
0.001873	1.1
0.001818	1.1
0.001765	1.1
