% LEN models/exon.len 1000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000000	1.1
0.000265	1.1
0.000290	1.1
0.000317	1.1
0.000345	1.1
0.000375	1.1
0.000407	1.1
0.000441	1.1
0.000477	1.1
0.000514	1.1
0.000553	1.1
0.000594	1.1
0.000636	1.1
0.000681	1.1
0.000727	1.1
0.000775	1.1
0.000825	1.1
0.000876	1.1
0.000929	1.1
0.000983	1.1
0.001040	1.1
0.001097	1.1
0.001156	1.1
0.001217	1.1
0.001279	1.1
0.001342	1.1
0.001407	1.1
0.001472	1.1
0.001539	1.1
0.001607	1.1
0.001675	1.1
0.001745	1.1
0.001815	1.1
0.001886	1.1
0.001957	1.1
0.002029	1.1
0.002102	1.1
0.002175	1.1
0.002248	1.1
0.002321	1.1
0.002394	1.1
0.002468	1.1
0.002541	1.1
0.002614	1.1
0.002687	1.1
0.002760	1.1
0.002832	1.1
0.002904	1.1
0.002975	1.1
0.003046	1.1
0.003116	1.1
0.003185	1.1
0.003253	1.1
0.003321	1.1
0.003388	1.1
0.003453	1.1
0.003518	1.1
0.003582	1.1
0.003644	1.1
0.003706	1.1
0.003766	1.1
0.003825	1.1
0.003882	1.1
0.003938	1.1
0.003993	1.1
0.004047	1.1
0.004099	1.1
0.004150	1.1
0.004199	1.1
0.004247	1.1
0.004293	1.1
0.004338	1.1
0.004381	1.1
0.004423	1.1
0.004463	1.1
0.004502	1.1
0.004539	1.1
0.004575	1.1
0.004609	1.1
0.004641	1.1
0.004672	1.1
0.004702	1.1
0.004730	1.1
0.004756	1.1
0.004781	1.1
