gene_id,sim_num,intron,icount
6278,1500,b337e398,1500
6278,2000,b337e398,1999
6278,2000,b337e400,1
6278,2500,b337e398,2500
6278,3000,b337e398,2998
6278,3000,b337e400,1
6278,3000,b289e413,1
6278,3500,b337e398,3498
6278,3500,b337e400,2
6278,4000,b337e398,3998
6278,4000,b151e431,1
6278,4000,b649e809,1
6278,4500,b337e398,4496
6278,4500,b272e398,2
6278,4500,b337e400,2
6278,5000,b337e398,4999
6278,5000,b549e633,1
6278,5500,b337e398,5497
6278,5500,b538e687,1
6278,5500,b272e398,1
6278,5500,b337e400,1
6278,6000,b337e398,5997
6278,6000,b298e413,1
6278,6000,b272e398,1
6278,6000,b214e413,1
6278,6500,b337e398,6498
6278,6500,b272e398,1
6278,6500,b280e413,1
6278,7000,b337e398,6997
6278,7000,b272e398,1
6278,7000,b649e809,1
6278,7000,b337e400,1
6278,7500,b337e398,7498
6278,7500,b337e400,1
6278,7500,b136e297,1
6278,8000,b337e398,7998
6278,8000,b240e473,1
6278,8000,b272e398,1
6278,8500,b337e398,8499
6278,8500,b280e413,1
6278,9000,b337e398,8996
6278,9000,b280e413,1
6278,9000,b298e413,1
6278,9000,b136e297,1
6278,9000,b219e271,1
6278,9500,b337e398,9498
6278,9500,b272e398,1
6278,9500,b337e400,1
6278,10000,b337e398,9995
6278,10000,b649e809,1
6278,10000,b538e701,1
6278,10000,b337e400,2
6278,10000,b136e413,1
8710,500,b368e443,500
8710,1000,b368e443,1000
8710,1500,b368e443,1500
8710,2000,b368e443,2000
8710,2500,b368e443,2500
8710,3000,b368e443,3000
8710,3500,b368e443,3500
8710,4000,b368e443,4000
8710,4500,b368e443,4500
8710,5000,b368e443,5000
8710,5500,b368e443,5500
8710,6000,b368e443,6000
8710,6500,b368e443,6500
8710,7000,b368e443,7000
8710,7500,b368e443,7500
8710,8000,b368e443,8000
8710,8500,b368e443,8500
8710,9000,b368e443,9000
8710,9500,b368e443,9500
8710,10000,b368e443,10000
15612,500,b214e264,494
15612,500,b214e270,6
15612,1000,b214e264,993
15612,1000,b214e270,7
15612,1500,b214e264,1477
15612,1500,b214e270,23
15612,2000,b214e264,1986
15612,2000,b214e270,14
15612,2500,b214e264,2479
15612,2500,b214e270,21
15612,3000,b214e264,2974
15612,3000,b214e270,25
15612,3000,b214e280,1
15612,3500,b214e264,3469
15612,3500,b214e270,31
15612,4000,b214e264,3964
15612,4000,b214e270,36
15612,4500,b214e264,4449
15612,4500,b214e270,51
15612,5000,b214e264,4945
15612,5000,b214e270,55
15612,5500,b214e264,5455
15612,5500,b214e270,45
15612,6000,b214e264,5940
15612,6000,b214e270,59
15612,6000,b214e280,1
15612,6500,b214e264,6427
15612,6500,b214e270,72
15612,6500,b214e280,1
15612,7000,b214e264,6922
15612,7000,b214e270,78
15612,7500,b214e264,7438
15612,7500,b214e270,61
15612,7500,b214e280,1
15612,8000,b214e270,80
15612,8000,b214e264,7920
15612,8500,b214e264,8411
15612,8500,b214e270,89
15612,9000,b214e264,8879
15612,9000,b214e270,120
15612,9000,b214e280,1
15612,9500,b214e264,9406
15612,9500,b214e270,93
15612,9500,b214e280,1
15612,10000,b214e264,9891
15612,10000,b214e270,109
6347,500,b136e180,500
6347,1000,b136e180,1000
6347,1500,b136e180,1499
6347,1500,b133e180,1
6347,2000,b136e180,1999
6347,2000,b133e180,1
6347,2500,b136e180,2500
6347,3000,b136e180,3000
6347,3500,b136e180,3499
6347,3500,b133e180,1
6347,4000,b136e180,4000
6347,4500,b136e180,4500
6347,5000,b136e180,4999
6347,5000,b133e180,1
6347,5500,b136e180,5500
6347,6000,b136e180,6000
6347,6500,b136e180,6498
6347,6500,b133e180,2
6347,7000,b136e180,7000
6347,7500,b136e180,7499
6347,7500,b133e180,1
6347,8000,b136e180,7999
6347,8000,b133e180,1
6347,8500,b136e180,8500
6347,9000,b136e180,9000
6347,9500,b136e180,9500
6347,10000,b136e180,10000
2161,500,b395e449,500
2161,1000,b395e449,1000
2161,1500,b395e449,1500
2161,2000,b395e449,2000
2161,2500,b395e449,2500
2161,3000,b395e449,3000
2161,3500,b395e449,3500
2161,4000,b395e449,4000
2161,4500,b395e449,4500
2161,5000,b395e449,5000
2161,5500,b395e449,5500
2161,6000,b395e449,6000
2161,6500,b395e449,6500
2161,7000,b395e449,7000
2161,7500,b395e449,7500
2161,8000,b395e449,8000
2161,8500,b395e449,8500
2161,9000,b395e449,9000
2161,9500,b395e449,9500
2161,10000,b395e449,10000
6472,500,b361e406,500
6472,1000,b361e406,999
6472,1000,b365e411,1
6472,1500,b361e406,1499
6472,1500,b365e411,1
6472,2000,b361e406,1999
6472,2000,b361e430,1
6472,2500,b361e406,2497
6472,2500,b365e411,1
6472,2500,b361e430,2
6472,3000,b361e406,2995
6472,3000,b361e430,3
6472,3000,b365e411,2
6472,3500,b361e406,3497
6472,3500,b361e430,3
6472,4000,b361e406,3998
6472,4000,b361e430,2
6472,4500,b361e406,4496
6472,4500,b365e411,1
6472,4500,b361e430,3
6472,5000,b361e406,4994
6472,5000,b361e430,5
6472,5000,b365e411,1
6472,5500,b361e406,5494
6472,5500,b361e430,3
6472,5500,b365e411,3
6472,6000,b361e406,5996
6472,6000,b365e411,2
6472,6000,b355e406,1
6472,6000,b361e430,1
6472,6500,b361e406,6494
6472,6500,b361e430,5
6472,6500,b365e411,1
6472,7000,b361e406,6995
6472,7000,b365e411,1
6472,7000,b361e430,4
6472,7500,b361e406,7493
6472,7500,b361e430,5
6472,7500,b365e411,2
6472,8000,b361e406,7998
6472,8000,b361e430,1
6472,8000,b365e411,1
6472,8500,b361e406,8491
6472,8500,b365e411,2
6472,8500,b361e430,6
6472,8500,b355e406,1
6472,9000,b361e406,8993
6472,9000,b361e430,7
6472,9500,b361e406,9493
6472,9500,b365e411,3
6472,9500,b361e430,4
6472,10000,b361e406,9994
6472,10000,b361e430,5
6472,10000,b355e406,1
10661,500,b429e472,159
10661,500,b165e212,178
10661,500,b319e360,162
10661,500,b427e472,1
10661,1000,b429e472,361
10661,1000,b165e212,331
10661,1000,b319e360,308
10661,1500,b319e360,473
10661,1500,b429e472,501
10661,1500,b165e212,523
10661,1500,b427e472,3
10661,2000,b165e212,694
10661,2000,b429e472,654
10661,2000,b319e360,647
10661,2000,b427e472,5
10661,2500,b429e472,843
10661,2500,b319e360,830
10661,2500,b165e212,825
10661,2500,b427e472,2
10661,3000,b165e212,1034
10661,3000,b429e472,984
10661,3000,b319e360,980
10661,3000,b427e472,2
10661,3500,b165e212,1220
10661,3500,b319e360,1118
10661,3500,b429e472,1152
10661,3500,b427e472,9
10661,3500,b159e212,1
10661,4000,b165e212,1390
10661,4000,b319e360,1283
10661,4000,b429e472,1321
10661,4000,b427e472,5
10661,4000,b159e212,1
10661,4500,b429e472,1489
10661,4500,b165e212,1496
10661,4500,b319e360,1508
10661,4500,b427e472,7
10661,5000,b319e360,1688
10661,5000,b165e212,1691
10661,5000,b429e472,1617
10661,5000,b427e472,3
10661,5000,b159e212,1
10661,5500,b319e360,1831
10661,5500,b429e472,1818
10661,5500,b165e212,1844
10661,5500,b427e472,6
10661,5500,b159e212,1
10661,6000,b429e472,2093
10661,6000,b319e360,1897
10661,6000,b165e212,2002
10661,6000,b427e472,8
10661,6500,b165e212,2291
10661,6500,b429e472,2091
10661,6500,b319e360,2110
10661,6500,b427e472,7
10661,6500,b159e212,1
10661,7000,b429e472,2300
10661,7000,b165e212,2451
10661,7000,b319e360,2244
10661,7000,b427e472,4
10661,7000,b297e676,1
10661,7500,b319e360,2439
10661,7500,b429e472,2489
10661,7500,b165e212,2565
10661,7500,b427e472,7
10661,8000,b165e212,2719
10661,8000,b319e360,2641
10661,8000,b429e472,2624
10661,8000,b427e472,15
10661,8000,b159e212,1
10661,8500,b429e472,2837
10661,8500,b165e212,2852
10661,8500,b319e360,2801
10661,8500,b159e212,2
10661,8500,b427e472,8
10661,9000,b429e472,2948
10661,9000,b319e360,2991
10661,9000,b165e212,3053
10661,9000,b427e472,8
10661,9500,b429e472,3041
10661,9500,b165e212,3336
10661,9500,b319e360,3116
10661,9500,b427e472,6
10661,9500,b169e212,1
10661,10000,b429e472,3352
10661,10000,b165e212,3409
10661,10000,b319e360,3230
10661,10000,b427e472,8
10661,10000,b159e212,1
18040,500,b279e323,500
18040,1000,b279e323,1000
18040,1500,b279e323,1500
18040,2000,b279e323,2000
18040,2500,b279e323,2500
18040,3000,b279e323,3000
18040,3500,b279e323,3500
18040,4000,b279e323,4000
18040,4500,b279e323,4500
18040,5000,b279e323,5000
18040,5500,b279e323,5500
18040,6000,b279e323,6000
18040,6500,b279e323,6500
18040,7000,b279e323,7000
18040,7500,b279e323,7500
18040,8000,b279e323,8000
18040,8500,b279e323,8500
18040,9000,b279e323,9000
18040,9500,b279e323,9500
18040,10000,b279e323,10000
18033,500,b171e407,306
18033,500,b480e644,189
18033,500,b480e533,1
18033,500,b603e644,3
18033,500,b171e433,1
18033,1000,b480e644,429
18033,1000,b171e407,567
18033,1000,b603e644,3
18033,1000,b480e533,1
18033,1500,b171e407,857
18033,1500,b480e644,626
18033,1500,b603e644,14
18033,1500,b480e533,2
18033,1500,b171e433,1
18033,2000,b480e644,814
18033,2000,b171e407,1164
18033,2000,b603e644,17
18033,2000,b480e533,4
18033,2000,b171e433,1
18033,2500,b171e407,1466
18033,2500,b480e644,1006
18033,2500,b603e644,18
18033,2500,b480e533,9
18033,2500,b171e433,1
18033,3000,b171e407,1749
18033,3000,b480e644,1216
18033,3000,b603e644,23
18033,3000,b480e533,10
18033,3000,b171e433,2
18033,3500,b171e407,1984
18033,3500,b480e644,1474
18033,3500,b603e644,23
18033,3500,b480e533,18
18033,3500,b171e433,1
18033,4000,b480e644,1663
18033,4000,b171e407,2286
18033,4000,b603e644,32
18033,4000,b480e533,18
18033,4000,b171e433,1
18033,4500,b480e644,1867
18033,4500,b171e407,2594
18033,4500,b603e644,26
18033,4500,b480e533,11
18033,4500,b171e433,2
18033,5000,b171e407,2883
18033,5000,b480e644,2062
18033,5000,b603e644,43
18033,5000,b480e533,12
18033,5500,b480e644,2314
18033,5500,b171e407,3130
18033,5500,b603e644,37
18033,5500,b480e533,18
18033,5500,b171e433,1
18033,6000,b171e407,3451
18033,6000,b480e644,2494
18033,6000,b603e644,39
18033,6000,b480e533,16
18033,6500,b480e644,2711
18033,6500,b171e407,3707
18033,6500,b603e644,53
18033,6500,b480e533,27
18033,6500,b171e433,2
18033,7000,b480e644,2899
18033,7000,b171e407,4023
18033,7000,b603e644,52
18033,7000,b480e533,25
18033,7000,b171e433,1
18033,7500,b171e407,4296
18033,7500,b480e644,3126
18033,7500,b603e644,58
18033,7500,b480e533,17
18033,7500,b171e433,3
18033,8000,b171e407,4554
18033,8000,b480e644,3363
18033,8000,b603e644,56
18033,8000,b480e533,25
18033,8000,b171e433,2
18033,8500,b480e644,3550
18033,8500,b171e407,4858
18033,8500,b603e644,62
18033,8500,b480e533,26
18033,8500,b171e433,4
18033,9000,b171e407,5187
18033,9000,b480e644,3697
18033,9000,b171e433,6
18033,9000,b480e533,25
18033,9000,b603e644,85
18033,9500,b480e644,3985
18033,9500,b171e407,5411
18033,9500,b603e644,73
18033,9500,b480e533,31
18033,10000,b480e644,4183
18033,10000,b171e407,5718
18033,10000,b603e644,65
18033,10000,b480e533,31
18033,10000,b171e433,3
5667,500,b411e527,226
5667,500,b249e297,274
5667,1000,b411e527,491
5667,1000,b249e297,509
5667,1500,b411e527,659
5667,1500,b249e297,841
5667,2000,b411e527,908
5667,2000,b249e297,1092
5667,2500,b249e297,1354
5667,2500,b411e527,1146
5667,3000,b411e527,1430
5667,3000,b249e297,1570
5667,3500,b411e527,1615
5667,3500,b249e297,1885
5667,4000,b249e297,2222
5667,4000,b411e527,1778
5667,4500,b249e297,2389
5667,4500,b411e527,2111
5667,5000,b249e297,2723
5667,5000,b411e527,2277
5667,5500,b249e297,2985
5667,5500,b411e527,2515
5667,6000,b249e297,3270
5667,6000,b411e527,2730
5667,6500,b249e297,3516
5667,6500,b411e527,2984
5667,7000,b411e527,3183
5667,7000,b249e297,3817
5667,7500,b411e527,3481
5667,7500,b249e297,4019
5667,8000,b249e297,4309
5667,8000,b411e527,3691
5667,8500,b249e297,4627
5667,8500,b411e527,3873
5667,9000,b249e297,4827
5667,9000,b411e527,4173
5667,9500,b411e527,4412
5667,9500,b249e297,5088
5667,10000,b249e297,5449
5667,10000,b411e527,4551
10720,500,b632e678,500
10720,1000,b632e678,1000
10720,1500,b632e678,1500
10720,2000,b632e678,2000
10720,2500,b632e678,2499
10720,2500,b158e363,1
10720,3000,b632e678,3000
10720,3500,b632e678,3500
10720,4000,b632e678,4000
10720,4500,b632e678,4500
10720,5000,b632e678,5000
10720,5500,b632e678,5500
10720,6000,b632e678,6000
10720,6500,b632e678,6500
10720,7000,b632e678,7000
10720,7500,b632e678,7500
10720,8000,b632e678,8000
10720,8500,b632e678,8500
10720,9000,b632e678,9000
10720,9500,b632e678,9499
10720,9500,b158e363,1
10720,10000,b632e678,9999
10720,10000,b277e537,1
15097,500,b272e470,236
15097,500,b540e765,264
15097,1000,b540e765,547
15097,1000,b272e470,453
15097,1500,b272e470,715
15097,1500,b540e765,785
15097,2000,b272e470,949
15097,2000,b540e765,1051
15097,2500,b272e470,1123
15097,2500,b540e765,1377
15097,3000,b272e470,1366
15097,3000,b540e765,1634
15097,3500,b272e470,1588
15097,3500,b540e765,1912
15097,4000,b540e765,2126
15097,4000,b272e470,1872
15097,4000,b540e690,2
15097,4500,b272e470,2097
15097,4500,b540e765,2401
15097,4500,b540e690,2
15097,5000,b272e470,2285
15097,5000,b540e765,2714
15097,5000,b540e690,1
15097,5500,b540e765,2975
15097,5500,b272e470,2522
15097,5500,b540e690,3
15097,6000,b272e470,2748
15097,6000,b540e765,3249
15097,6000,b540e690,3
15097,6500,b272e470,2926
15097,6500,b540e765,3573
15097,6500,b540e690,1
15097,7000,b540e765,3753
15097,7000,b272e470,3246
15097,7000,b540e690,1
15097,7500,b272e470,3461
15097,7500,b540e765,4036
15097,7500,b540e690,3
15097,8000,b540e765,4288
15097,8000,b272e470,3712
15097,8500,b540e765,4608
15097,8500,b272e470,3892
15097,9000,b272e470,4134
15097,9000,b540e765,4863
15097,9000,b540e690,3
15097,9500,b272e470,4319
15097,9500,b540e765,5180
15097,9500,b540e690,1
15097,10000,b272e470,4606
15097,10000,b540e765,5393
15097,10000,b540e690,1
1416,500,b327e372,499
1416,500,b631e677,1
1416,1000,b327e372,1000
1416,1500,b327e372,1497
1416,1500,b631e677,3
1416,2000,b327e372,1997
1416,2000,b631e677,2
1416,2000,b331e372,1
1416,2500,b327e372,2490
1416,2500,b631e677,7
1416,2500,b331e372,3
1416,3000,b327e372,2994
1416,3000,b631e677,5
1416,3000,b331e372,1
1416,3500,b327e372,3492
1416,3500,b631e677,8
1416,4000,b327e372,3994
1416,4000,b631e677,4
1416,4000,b331e372,2
1416,4500,b327e372,4492
1416,4500,b331e372,1
1416,4500,b631e677,7
1416,5000,b327e372,4986
1416,5000,b631e677,12
1416,5000,b331e372,2
1416,5500,b327e372,5486
1416,5500,b631e677,12
1416,5500,b331e372,2
1416,6000,b327e372,5991
1416,6000,b631e677,7
1416,6000,b331e372,2
1416,6500,b327e372,6491
1416,6500,b331e372,1
1416,6500,b631e677,7
1416,6500,b315e372,1
1416,7000,b327e372,6985
1416,7000,b631e677,13
1416,7000,b331e372,2
1416,7500,b327e372,7486
1416,7500,b631e677,13
1416,7500,b331e372,1
1416,8000,b327e372,7984
1416,8000,b631e677,15
1416,8000,b331e372,1
1416,8500,b327e372,8484
1416,8500,b631e677,16
1416,9000,b327e372,8979
1416,9000,b631e677,16
1416,9000,b331e372,5
1416,9500,b327e372,9488
1416,9500,b631e677,11
1416,9500,b331e372,1
1416,10000,b327e372,9985
1416,10000,b631e677,12
1416,10000,b331e372,3
9835,500,b253e552,500
9835,1000,b253e552,1000
9835,1500,b253e552,1499
9835,1500,b565e648,1
9835,2000,b253e552,2000
9835,2500,b253e552,2500
9835,3000,b253e552,3000
9835,3500,b253e552,3498
9835,3500,b565e648,1
9835,3500,b607e645,1
9835,4000,b253e552,4000
9835,4500,b253e552,4498
9835,4500,b607e645,1
9835,4500,b257e552,1
9835,5000,b253e552,5000
9835,5500,b253e552,5500
9835,6000,b253e552,5998
9835,6000,b607e645,2
9835,6500,b253e552,6498
9835,6500,b257e552,1
9835,6500,b706e774,1
9835,7000,b253e552,6999
9835,7000,b607e645,1
9835,7500,b253e552,7498
9835,7500,b706e774,1
9835,7500,b607e645,1
9835,8000,b253e552,8000
9835,8500,b253e552,8499
9835,8500,b664e705,1
9835,9000,b253e552,8999
9835,9000,b706e774,1
9835,9500,b253e552,9499
9835,9500,b607e645,1
9835,10000,b253e552,10000
1240,500,b325e380,192
1240,500,b519e566,143
1240,500,b223e269,165
1240,1000,b223e269,329
1240,1000,b325e380,389
1240,1000,b519e566,282
1240,1500,b519e566,439
1240,1500,b325e380,582
1240,1500,b223e269,479
1240,2000,b325e380,738
1240,2000,b519e566,608
1240,2000,b223e269,654
1240,2500,b325e380,923
1240,2500,b223e269,819
1240,2500,b519e566,758
1240,3000,b325e380,1087
1240,3000,b519e566,946
1240,3000,b223e269,966
1240,3000,b223e380,1
1240,3500,b223e269,1123
1240,3500,b519e566,1048
1240,3500,b325e380,1328
1240,3500,b223e380,1
1240,4000,b325e380,1487
1240,4000,b223e269,1323
1240,4000,b519e566,1190
1240,4500,b223e269,1477
1240,4500,b325e380,1668
1240,4500,b519e566,1355
