# id	length	introns	RNAseq	isoforms
ch.7715	1009	2	245036	35544	
ch.16802	853	2	636538	35738	
ch.11351	702	1	9650150	36167	
ch.3551	712	1	3763410	36863	
ch.7779	792	2	454313	37261	
ch.10470	698	2	248687	37517	
ch.13904	772	1	824891	37878	
ch.1257	795	3	372245	39843	
ch.17003	757	3	589129	40247	
ch.8597	898	2	153860	40318	
ch.2798	811	1	159267	40437	
ch.10195	740	2	342901	40685	
ch.1154	929	2	311168	40812	
ch.137	776	1	1656890	41297	
ch.11234	898	1	1683760	41694	
ch.4894	800	1	5636470	43063	
ch.6965	705	2	1912090	43717	
ch.13649	827	1	1275460	44049	
ch.4509	849	2	2076400	44293	
ch.6959	713	1	16999300	44351	
ch.8699	823	1	345995	44602	
ch.3973	834	3	887487	44872	
ch.3099	920	2	162101	45142	
ch.16085	971	2	183275	46265	
ch.4071	714	1	120067	46668	
ch.15085	861	1	157432	46709	
ch.11742	768	1	1622640	46842	
ch.6963	747	1	1325710	47549	
ch.7579	796	2	828555	48725	
ch.13088	899	1	144967	48776	
ch.1156	892	1	1986340	49820	
ch.13644	774	1	2873300	50738	
ch.7687	909	2	109145	51005	
ch.5235	817	1	153070	51233	
ch.9027	861	2	5800990	51349	
ch.9942	793	2	1897220	51772	
ch.5776	834	2	5278400	51927	
ch.991	746	1	3507470	52157	
ch.730	834	2	211673	54158	
ch.4919	755	2	145129	55699	
ch.1066	825	1	2616650	57210	
ch.15970	859	2	2375720	57479	
ch.7253	820	1	528825	57681	
ch.7238	884	1	24152100	58312	
ch.15699	886	2	184379	58820	
ch.1004	831	2	490571	58905	
ch.13135	824	2	649901	58981	
ch.4275	785	2	577136	59353	
ch.11346	729	1	9836730	59601	
ch.4532	768	2	825411	59720	
ch.9325	830	2	458925	59867	
ch.13640	737	2	256042	59940	
ch.9613	760	1	156074	60504	
ch.3585	742	1	1409250	60635	
ch.924	842	1	684439	61061	
ch.2023	826	2	5179870	62381	
ch.4056	781	2	470854	63841	
ch.12327	755	1	261903	63998	
ch.1095	822	2	1286470	64667	
ch.5903	926	1	811640	64671	
ch.9450	757	1	670343	65513	
ch.8610	943	1	100282	65720	
ch.6711	841	2	505427	66095	
ch.5142	860	2	466559	66178	
ch.2569	758	1	784246	66192	
ch.12263	693	1	852236	66278	
ch.10473	755	2	171489	66501	
ch.9295	809	2	404096	67116	
ch.16351	825	3	131145	68472	
ch.11202	930	3	119689	68981	
ch.3664	756	2	143915	69236	
ch.9106	732	2	265446	69872	
ch.7475	837	1	3375380	70548	
ch.1407	723	1	2090560	70622	
ch.1423	783	1	1150860	71005	
ch.7137	991	2	226538	71356	
ch.7913	854	2	652839	71881	
ch.6302	762	2	416375	73449	
ch.2224	759	1	5238140	73570	
ch.9082	745	1	864138	73611	
ch.5160	825	1	201855	74333	
ch.5162	825	1	200314	74333	
ch.9646	818	1	405621	74401	
ch.4884	783	1	798073	74418	
ch.16195	893	2	1001930	76091	
ch.7513	771	1	1491720	76544	
ch.16706	819	2	180608	76853	
ch.8668	771	1	4254710	77419	
ch.14334	772	1	28336700	77541	
ch.14176	682	2	768778	78684	
ch.11659	816	2	134510	80065	
ch.7250	850	1	511706	81223	
ch.10781	947	1	476203	81381	
ch.1322	786	2	12644600	83038	
ch.4518	854	1	1475710	83619	
ch.9861	729	1	911828	83662	
ch.9273	819	3	1880470	84841	
ch.11265	893	2	163374	84867	
ch.4810	864	3	2943880	86213	
ch.2543	863	1	285847	86447	
ch.10800	865	2	330396	86658	
ch.11154	776	1	764419	87693	
ch.386	807	1	551752	87799	
ch.13307	830	1	174200	91007	
ch.5508	956	1	6912100	91040	
ch.17240	792	1	254861	92437	
ch.13201	915	2	1409580	92445	
ch.15318	863	1	121829	93919	
ch.913	816	1	360685	93977	
ch.9622	902	3	708239	94777	
ch.9422	742	2	258604	96763	
ch.12837	690	1	6760920	97143	
ch.9636	889	2	270096	98262	
ch.6794	913	2	136140	98927	
ch.922	884	1	981828	102641	
ch.2026	873	1	1923500	103828	
ch.9331	879	2	1193980	106159	
ch.8470	851	2	227598	106203	
ch.6841	798	2	26253800	106689	
ch.11186	855	1	2553800	107071	
ch.1155	855	2	1205010	109320	
ch.15314	967	1	314606	110013	
ch.9102	836	2	389491	110206	
ch.9935	880	1	759135	110509	
ch.14230	766	1	598737	110859	
ch.6102	807	2	336020	112571	
ch.7113	807	2	425801	113551	
ch.6122	938	2	402391	115043	
ch.1194	885	2	1911280	117750	
ch.1710	930	2	2489960	119062	
ch.16046	819	2	5844340	119270	
ch.12597	816	1	489775	120481	
ch.15678	829	1	908046	121612	
ch.6447	931	2	313630	123607	
ch.4814	851	1	633316	124621	
ch.14181	724	1	18518100	124937	
ch.6452	819	2	440008	125635	
ch.12125	1022	1	383776	125993	
ch.5477	815	1	415688	127053	
ch.7328	963	3	350050	127189	
ch.16306	834	2	412520	127989	
ch.13310	860	2	333889	128639	
ch.1224	895	1	184781	128873	
ch.6852	934	3	1259320	129600	
ch.7629	869	1	129090	129932	
ch.10219	734	2	636447	130710	
ch.3316	917	2	105753	132247	
ch.8306	1015	2	3094310	132887	
ch.1439	704	1	123441	133246	
ch.1818	898	2	637508	134794	
ch.9493	839	2	696552	135897	
ch.8933	761	2	305289	136615	
ch.10991	805	1	444973	136845	
ch.7870	761	2	23891400	137455	
ch.4066	801	1	990833	137931	
ch.10005	871	2	1453610	139994	
ch.4134	853	1	440384	145355	
ch.11347	711	1	10381000	145367	
ch.11233	824	1	986127	146299	
ch.6558	949	1	371391	148209	
ch.16619	813	1	333507	148542	
ch.4162	830	2	741196	149281	
ch.6607	1102	2	529118	149964	
ch.16987	879	3	3077300	151279	
ch.14414	969	2	169025	151754	
ch.5654	880	1	650078	152745	
ch.16417	718	1	562383	153243	
ch.3826	848	1	289274	155678	
ch.4809	873	3	571170	156302	
ch.4537	831	1	664305	156690	
ch.10420	722	2	524483	159535	
ch.2024	894	2	15781400	160223	
ch.13308	970	1	455117	160462	
ch.5428	814	2	237949	163332	
ch.10917	884	1	20397900	163405	
ch.12229	787	2	409125	163678	
ch.4190	943	2	1058410	167987	
ch.17560	909	1	3404150	168860	
ch.10191	696	1	17221600	169008	
ch.12552	859	2	193605	171407	
ch.4790	894	2	2757370	174422	
ch.12840	728	1	6737860	175075	
ch.1625	858	3	167076	175234	
ch.1457	912	1	521362	175865	
ch.5656	905	2	170942	178578	
ch.17800	995	3	9713220	178751	
ch.1434	822	2	21546400	178930	
ch.3403	796	2	252767	180516	
ch.992	1010	1	1894270	181190	
ch.9405	1007	1	1320860	183155	
ch.16701	901	1	244182	184243	
ch.11350	711	1	10419400	186088	
ch.196	756	2	25077000	191995	
ch.13727	773	2	142334	193189	
ch.902	897	3	158680	194498	
ch.15171	866	2	120355	197293	
ch.15867	825	2	1785480	198166	
ch.1749	835	2	15866400	201287	
ch.3315	1093	2	136564	201405	
ch.10215	1005	1	384652	202466	
ch.1414	966	2	396498	202772	
ch.13447	884	1	303944	203228	
ch.13626	1179	1	870637	204923	
ch.13292	1077	1	288647	206925	
ch.10759	1038	1	323798	207464	
ch.15835	871	2	2315810	208281	
ch.15864	820	1	1493440	211138	
ch.2511	891	2	1336750	211324	
ch.7040	815	2	199264	215214	
ch.9596	917	1	262143	216006	
ch.5869	874	1	19364600	216467	
ch.4970	863	2	29758600	221357	
ch.11703	1047	3	255362	221594	
ch.7418	968	2	471985	223143	
ch.7348	840	2	683935	225079	
ch.3457	965	2	101882	225675	
ch.13733	875	3	678577	226167	
ch.1188	910	2	284272	226552	
ch.8772	1064	2	304237	226929	
ch.3505	982	2	208393	227069	
ch.9569	964	2	3575310	227071	
ch.9401	967	1	956447	228948	
ch.8633	984	1	3976180	228991	
ch.4798	866	2	108490	230997	
ch.7317	752	2	506198	232701	
ch.4914	809	3	659619	233395	
ch.6561	803	1	25112100	234727	
ch.16505	889	2	1089230	235614	
ch.13282	848	3	171976	236116	
ch.17019	932	2	1567900	236705	
ch.17315	838	2	107498	239179	
ch.7486	917	1	949099	240456	
ch.12087	938	2	113070	240734	
ch.2154	1039	1	256480	244312	
ch.7646	1167	2	243373	246625	
ch.6393	966	2	927117	246693	
ch.6647	905	3	607587	247247	
ch.6385	916	2	422946	247866	
ch.1796	1124	2	241238	249707	
ch.8836	883	3	185926	250079	
ch.9474	799	1	281642	254486	
ch.7855	953	1	1031310	256932	
ch.13638	895	1	133201	260046	
ch.4964	970	2	1409340	261369	
ch.3351	1094	4	490863	264343	
ch.14694	890	1	124528	267729	
ch.1219	889	1	339066	268591	
ch.15899	1057	4	643675	270973	
ch.1584	1067	4	118155	270991	
ch.7394	868	2	451810	271097	
ch.7619	908	2	1172270	271759	
ch.5393	1055	3	263198	272993	
ch.2470	972	3	18266100	273302	
ch.8764	1001	2	429519	277490	
ch.6476	934	1	407017	278451	
ch.13576	942	2	331188	280219	
ch.8112	1002	1	322705	280449	
ch.9041	1046	1	123297	286821	
ch.1422	1041	2	708288	287573	
ch.7542	896	1	12698700	287872	
ch.16919	987	2	407573	289411	
ch.7640	871	1	174907	290017	
ch.4998	902	2	528887	290487	
ch.8600	817	3	115641	291109	
ch.9762	960	3	116356	292742	
ch.12341	1008	3	1514230	295586	
ch.10343	1047	3	165934	296006	
ch.9872	918	1	1067920	297071	
ch.6235	912	1	164536	297297	
ch.2398	827	1	101581	297337	
ch.14035	1135	2	130687	301460	
ch.16315	897	2	954741	302857	
ch.9088	953	2	333695	302975	
ch.13278	1024	2	318366	304891	
ch.1716	958	1	357439	305300	
ch.6751	1030	2	522723	307044	
ch.6418	937	2	335698	307273	
ch.1380	881	1	484370	308339	
ch.9345	912	3	332950	309801	
ch.4529	789	2	20234000	310644	
ch.9198	911	2	137329	314627	
ch.9946	808	2	10222400	315667	
ch.4289	1005	2	303051	316573	
ch.8562	807	1	2004610	318944	
ch.593	793	2	18219200	325706	
ch.3708	904	1	198100	328197	
ch.11278	894	2	3386360	329768	
ch.52	857	2	744722	331002	
ch.4397	1037	1	820371	332133	
ch.3872	952	2	160198	332182	
ch.9938	1122	1	917824	337067	
ch.8377	955	1	838935	337998	
ch.7429	910	1	175512	339124	
ch.15129	969	3	502463	344372	
ch.4519	838	3	311963	345794	
ch.1073	1048	2	710053	350046	
ch.519	858	1	2118700	351692	
ch.12548	848	2	16490600	352119	
ch.8318	859	2	680667	352191	
ch.10061	840	2	22203200	354843	
ch.3543	962	3	184737	356380	
ch.4131	954	3	21054600	359242	
ch.5367	873	1	273411	366743	
ch.11349	805	2	712540	367472	
ch.13477	930	3	461349	368536	
ch.12970	1037	2	1603310	369337	
ch.17448	1029	2	144646	372719	
ch.11449	969	2	192711	374403	
ch.8153	928	2	469625	378964	
ch.12939	830	1	1331140	380331	
ch.4098	1026	4	490858	381834	
ch.13947	1021	1	250490	382005	
ch.15180	934	3	115866	382293	
ch.2025	934	1	608836	390932	
ch.4391	1071	2	204765	391427	
ch.7281	971	3	701405	398089	
ch.16759	966	2	1699620	404309	
ch.499	960	3	6344660	408672	
ch.12560	1017	1	1098750	408684	
ch.6770	916	3	428536	410392	
ch.10474	993	2	504072	421937	
ch.8928	1039	2	491874	425484	
ch.545	969	2	611986	429983	
ch.16804	1016	2	130058	433823	
ch.11878	997	3	483304	434308	
ch.9927	993	2	476086	437097	
ch.5606	922	2	391423	439220	
ch.17633	1008	1	2248660	441151	
ch.14366	1014	1	205108	448650	
ch.1582	998	3	409528	450892	
ch.5225	994	3	144976	450963	
ch.8336	1004	1	1483150	451403	
ch.12095	1045	1	311391	453989	
ch.9848	938	1	440875	455623	
ch.2505	897	1	20585600	460586	
ch.9790	950	1	120937	460710	
ch.15409	889	3	565633	474263	
ch.12954	989	1	107771	475039	
ch.13445	1094	2	629319	477969	
ch.13323	1071	3	481083	481465	
ch.10491	919	3	776973	486083	
ch.13911	862	1	469760	488627	
ch.6648	971	1	431528	489714	
ch.6299	993	3	202321	494655	
ch.1337	1018	4	392539	494849	
ch.1468	941	3	199664	496324	
ch.4095	1037	3	340189	497737	
ch.1017	1059	2	194251	501510	
ch.7743	1084	1	932153	503525	
ch.5529	1043	3	754109	518052	
ch.5226	1020	2	222895	518083	
ch.5474	824	1	299565	523253	
ch.6378	986	2	786538	523820	
ch.10860	993	2	388794	524289	
ch.4099	998	1	156906	527061	
ch.3569	862	1	1351070	537319	
ch.4931	1118	4	1130840	539195	
ch.12172	1097	2	394029	540926	
ch.3613	895	2	395232	544091	
ch.722	977	2	298011	546755	
ch.13712	905	2	117002	547444	
ch.3734	975	2	505401	548239	
ch.13820	910	3	322484	550811	
ch.5750	932	2	18616900	551360	
ch.9669	867	3	1017950	555494	
ch.4476	1085	1	409403	555630	
ch.434	948	2	3344850	564414	
ch.8063	1002	3	363697	565654	
ch.4241	1076	4	275273	566000	
ch.9017	970	1	409380	567210	
ch.1293	1137	1	585788	570667	
ch.4744	973	2	7499090	575193	
ch.6210	1062	2	1740530	577861	
ch.9812	975	1	137223	578444	
ch.996	1023	2	493837	579020	
ch.11071	846	2	126997	579950	
ch.12940	929	1	1981920	582147	
ch.9163	898	2	257520	582919	
ch.356	1026	2	434804	583179	
ch.7574	961	2	603247	585977	
ch.6712	1017	1	4931450	588365	
ch.16038	996	2	410430	590737	
ch.6245	974	2	245624	592101	
ch.12558	1100	2	594018	594003	
ch.1616	884	2	1228470	594325	
ch.40	1089	3	336256	596104	
ch.8204	1062	2	262605	601465	
ch.7188	921	3	379858	604887	
ch.15250	1010	2	194618	607393	
ch.1064	996	3	338179	612452	
ch.3969	960	1	6008290	614746	
ch.1601	948	2	19199500	619560	
ch.16570	966	3	131100	620493	
ch.1436	805	1	166961	624984	
ch.917	872	2	17721300	636296	
ch.13263	973	2	333790	636664	
ch.3817	876	2	361028	638678	
ch.8612	995	1	362056	639122	
ch.8367	1025	2	109394	651513	
ch.800	996	1	307685	651518	
ch.13939	933	2	258999	652065	
ch.5664	1005	4	155856	657604	
ch.5686	1196	1	425960	663048	
ch.2488	1017	1	992348	669719	
ch.7034	877	1	18598400	673375	
ch.11022	966	1	117022	679018	
ch.15120	1121	4	226205	687569	
ch.7973	1057	3	1429520	692134	
ch.9517	1161	2	505788	694655	
ch.3688	896	1	110750	695685	
ch.10882	1124	3	224971	696487	
ch.14028	967	1	239493	708242	
ch.11937	870	2	771854	713032	
ch.8659	988	2	188460	727693	
ch.17636	1022	2	569765	733635	
ch.8683	856	1	12327400	735525	
ch.17707	1139	1	220325	739103	
ch.16232	948	4	1667400	740552	
ch.1140	1024	3	876795	741057	
ch.6596	1062	3	607322	742746	
ch.10021	1198	3	158770	742839	
ch.9207	1077	3	440210	743460	
ch.12588	975	3	595881	747384	
ch.9479	968	2	149890	748028	
ch.7745	1052	2	2843070	748223	
ch.17089	1110	3	143290	749468	
ch.1758	1123	2	258185	750962	
ch.11743	962	1	540002	759484	
ch.559	964	2	1384140	762128	
ch.5636	954	1	267042	766373	
ch.12532	908	2	583577	776826	
ch.5011	1024	1	366719	782408	
ch.12732	1039	1	1541950	784357	
ch.4820	1058	3	203089	791694	
ch.1376	964	3	1215740	795075	
ch.10153	1043	1	515699	803212	
ch.12079	1113	2	341919	814759	
ch.10141	1031	2	570161	817642	
ch.9920	888	3	846256	818947	
ch.368	973	2	414589	822270	
ch.9579	919	2	479881	827104	
ch.1759	987	3	184973	831406	
ch.8432	1192	1	4627840	834655	
ch.474	948	2	157120	842031	
ch.4264	985	1	7694390	842979	
ch.9148	1123	2	590799	843403	
ch.7237	1009	3	13312300	845753	
ch.13920	1038	2	613078	851891	
ch.806	1020	2	408400	870781	
ch.12206	1067	1	3983710	874383	
ch.6576	1168	2	595041	875070	
ch.1214	1113	1	244798	876716	
ch.12256	1140	1	1434490	882464	
ch.9970	1018	2	1292090	886319	
ch.1233	1100	2	236093	894700	
ch.7508	1092	2	1271460	897515	
ch.1221	1101	2	280585	899064	
ch.16990	1167	1	143510	902211	
ch.6489	1054	2	427168	915640	
ch.391	1111	2	2147340	918630	
ch.8113	1017	2	623253	920827	
ch.1780	998	2	19388200	921448	
ch.1053	1045	2	944320	926297	
ch.4757	981	3	375142	934617	
ch.11581	989	2	287915	936119	
ch.7481	1145	3	303429	939616	
ch.10885	930	4	691413	942547	
ch.6527	1104	1	647096	945338	
ch.7119	963	2	463451	947371	
ch.4045	1169	3	572448	955432	
ch.12941	950	1	1023650	958867	
ch.13966	1032	3	2225770	964027	
ch.2302	1028	2	2014200	967299	
ch.12099	1061	3	167982	968321	
ch.1770	1080	2	365793	981342	
ch.1377	1037	3	561508	984799	
