seq	don	acc	emm	imm	elen	ilen	cost	fit
ch.6848	4.653798112337617	2.400867804799487	1.7245579275009377	2.1677708253698227	0.4085150479469669	0.3595353482733683	26	0.05107777379225912
ch.16418	1.5408308784042561	1.1980284090823314	1.5652975746995963	0.6095367223240375	2.5647957179276464	2.134789412467976	91	3.195007621512436e-05
ch.12027	2.6152286153836357	1.1343476346622363	0.7904003100396174	1.141031487853048	0.34290376386692767	2.04638244889221	80	9.888312886866079e-06
ch.17523	1.5916622702380718	1.1382754518312947	0.8481903166131156	1.8324251577704662	0.8189871295141947	1.041222069054149	45	0.006383005563051083
ch.1737	2.809930314576647	1.467774219008007	0.7944981838111088	1.2546692229968013	0.985193639986261	-0.7532879696862894	71	3.51855678854476e-05
ch.1014	2.848075165212296	1.549016305265479	1.4399529247013376	2.365636619738284	1.599757151738669	1.639588291686866	74	1.6166188901011595e-06
ch.16489	0.5006655343225244	0.5177418085043348	0.042558612439423715	0.38253799512889386	0.7571982382024779	2.923662478592341	33	0.0181508630950493
ch.17149	3.8575871118255045	1.8918117728033101	1.148277589550709	1.6209401678828947	1.046930111961531	2.40113548426964	38	5.589838095796414e-05
ch.5369	0.7855823942623218	1.4622195212783282	3.2076643377115963	3.531026618012496	3.38336522744854	2.389020910506151	77	0.0005905972728380087
ch.16587	4.40906109674031	2.350314595628074	1.9255939466091059	3.98564195880416	-0.13480827583709376	1.9237569330479265	92	1.3961959240267121e-09
ch.5319	1.1846312228287135	1.7451101890135772	0.19530083582548918	1.3247768862857239	1.9871268329286949	1.3824562820931172	82	4.4086742303114814e-05
ch.16589	4.501334049470914	0.7255380457966629	2.2824514259535253	3.6994292101163597	-1.1337058931255877	2.0050343822880285	74	1.2530178670432264e-10
ch.11134	2.096930421853901	0.9145139867701728	-0.36827071557431423	0.302703372990045	1.3628220308209902	2.2288750546729315	62	0.007381480713884497
ch.242	-0.7448481348013285	1.699195254039576	0.0661536761429099	-0.3334021236752017	-0.717757155591879	3.7538145083357977	46	0.009596572146921561
ch.12343	1.566965067325178	1.4490305721131653	1.9308429588624607	0.8756360305512454	1.7242070220905295	-3.7759739322878834	61	0.5133517038646481
ch.218	2.1211708196635453	2.3938717722244958	2.3185425193330476	2.4702287637432483	0.37374232192944923	0.0791985254722154	73	8.02771326532753e-06
ch.1506	1.8782113700160048	0.9367613408398426	1.0622685677652242	1.0126011911765485	0.6820123484049115	0.7206693666992126	22	0.10260441979473174
ch.9640	0.5785891441121908	1.389187287970358	1.6956297231088486	1.274856289346393	-2.793809708629115	4.733474217823537	93	0.03225490567916479
ch.13710	3.2677194458016023	0.7466488950708211	1.3804373169267048	1.7139175528519017	-0.03747130576570812	0.9468095015206257	59	3.9305713704222495e-05
ch.6676	1.6947986666013692	1.5188394140546042	1.9404086119364503	1.7751923746257072	1.4830639378302743	0.7709146125354616	21	0.0273485669119934
ch.11939	1.4263472872815548	1.1908630605966521	0.06812222810101709	1.430245372802914	-0.2606779081103203	0.21929516553756423	41	0.0004124225732021693
ch.8690	1.6224105900732313	0.9647829900984772	0.9722218778745478	1.3333306584854068	0.785691057155816	0.7399510731290824	26	0.03586794707911535
ch.17157	3.8813124270533126	2.133788638794113	1.9495210673299994	-0.11543175254085558	-0.574015538749205	2.405271919761949	39	0.00010852835789468177
ch.17433	3.159003902811339	1.3744914698855362	1.4313401340775713	0.5454164155533096	1.2747573790585447	1.1061403750893892	79	6.848451523231273e-07
ch.8331	3.0935701739676937	1.5870075373363313	0.8201862209844908	0.4356475513523641	0.25575143828036306	2.693527630448493	21	0.03551801193617939
ch.16221	3.6232882051526527	1.2179024628198383	2.2481864473663715	3.520814763724787	0.8044614302723523	0.5657699399737015	54	0.0001291937088954585
ch.8609	3.9891725380374266	2.4946603945857118	0.4399414433157527	2.387410424672595	1.3197276308444796	-0.6589948388511576	44	1.7749927161067378e-08
ch.12337	2.9864657509533226	1.1773244685019177	0.1546231763209882	0.10763821360142922	0.023938794755295256	1.6036775331107802	45	1.297098175001025e-05
ch.12834	1.1489696136921301	1.3488286019248736	0.05839149723310266	0.9053239561477803	1.052190521588025	1.2634846829908004	80	0.000365518152526916
ch.17457	4.12215107635407	0.392966663058566	-0.8397689509499606	3.635742191703937	-0.6107536749976744	3.400957646801244	93	7.875693091706036e-05
ch.521	2.264855275174738	1.1185218280738867	0.6204038968062882	1.352522174574264	-0.6612008373997723	0.17619473940395192	96	0.002593940953474893
ch.635	1.9633859431489986	2.212940358107302	1.9089751678634195	0.6711793215056374	0.9914249599459353	0.979350937447814	93	8.266401165030613e-05
ch.5716	1.9982948461683425	2.5880850367567194	0.3719349552812219	1.9910902116049085	-0.189832656241412	1.0435768985567397	79	1.3739141836145488e-05
ch.16222	4.271295083183166	0.9463430611018113	1.2702845384103783	1.7195952657135227	1.2647835345191523	1.7628323344803727	53	0.00012670569906598716
ch.10441	4.30243921742168	2.621394779778517	0.6971887555051631	1.1299675244617426	1.353591347607954	1.436768827973549	85	9.89007233073577e-07
ch.6301	0.9222809299652716	1.9762839777261147	1.0921855788405486	1.1750345477443211	0.935230611577238	1.2986308601722307	85	0.0202285651247481
ch.8979	1.701800331977716	1.3681397505192447	0.5912554503951177	1.1359811565314406	0.2013442532713875	1.9794866265008864	37	0.0008179875119354612
ch.16223	2.8253396009574434	1.3243439868909581	-0.6432267821997052	3.685785940771725	1.0607116576011122	0.47851661032446413	74	0.5684519272984363
ch.9610	3.130454134664088	2.50928261815778	3.64970404144955	2.5780335079494523	0.782866352365149	2.3688299654248284	89	0.00011865771192960136
ch.16600	1.2201213238849253	0.9022750310020072	-0.5570823297575082	1.48146815692683	0.6458201147279041	2.9629345168964036	98	0.006308983243660958
ch.6842	4.388203236655425	1.8397324851702819	3.19169634235075	3.598756274265663	0.49085717109634075	0.656083326439829	20	0.012260889149117915
ch.735	2.740964611663096	1.0897770215418103	0.4454146655923765	3.7268737357747734	0.34999199551758986	1.0599780916680255	83	0.031251966346306094
ch.17150	4.455385824091831	0.9250940832309235	2.0326834595125596	3.971745296600692	-0.5757990955280683	1.6406410466454755	55	9.494833767178372e-11
ch.300	3.4792312030084975	1.2791958495681521	0.5681909487409035	0.19064237357167635	1.9054848709719985	1.2829788462928502	91	4.013946835806865e-05
ch.17460	3.709076082928817	0.8902663578105187	0.19861884365819482	4.054562105437837	-0.31106065112543535	2.753297872190752	55	5.142957472256032e-10
ch.6986	0.3290759344688474	2.7209847885061587	1.995612552056412	3.1942977198472344	-0.7218947484375603	1.7883266808577736	77	0.5775919063916466
ch.11416	1.296503751690552	2.4306070212940583	1.4869030180532716	0.4204857902362833	0.19916089238120338	0.9945025510536167	71	2.2368829012019094e-05
ch.17456	2.7851140848869114	2.6119336939696876	1.0069697105476627	2.969601740905721	0.012715142450046457	2.8856617981172787	83	1.0234366984536958e-09
ch.16475	1.8008390070103681	1.399687303332919	1.0815402128942078	1.3368111486496417	-0.034422981381986406	1.3147577537652806	57	0.000572540380005471
ch.7476	1.9067351397170356	1.2246590261526706	0.6319585919345804	0.42379443032252895	-0.39673468086703556	1.6032715567452032	43	0.007604420703232364
ch.4118	2.347140086756541	0.8907929696376019	1.0213283140064835	1.7495466439068337	-0.10388734541032463	1.682243557107288	96	0.0001766303250335698
ch.2797	0.8054010326423441	2.2640430396386053	3.023582242775606	0.6632291623671407	1.1738843829211159	2.611575116193025	16	0.09302125144385631
ch.17198	1.6623462028214364	1.5603532622184528	1.796824452772418	2.8907621333371205	0.3497291661105606	2.5147893730855833	47	0.0009496325924418015
ch.4897	2.8825102496302506	2.7387018702269215	2.10577680781245	1.8725560740432048	-0.11851788533703711	4.195683466278849	91	2.621633548284585e-10
ch.7806	2.7738858257599777	0.8574892122090257	0.007955122259691527	0.08525256933241243	2.321045388659953	3.1943420204610398	97	9.550041972577022e-05
ch.15178	2.179885174315312	0.9209413244548217	0.2688248658146569	-0.25226564841845844	-0.05971750447137292	0.3197562116393383	99	0.0008192453916169773
ch.5419	3.082257730353909	1.7067063006235266	1.3232279944728935	1.421790292179312	1.2569550909391285	0.26459057549076404	92	3.204972122707431e-05
ch.1712	1.3020225969131272	0.4446953545000355	0.3301559802122598	0.7326327486790494	0.8878272840953894	0.970929987686394	11	0.6751934899776042
ch.4655	1.6129872414092667	1.4712804144928997	2.6390819225866915	1.0583588710788088	2.6362349728465833	1.2796934516979817	17	0.046909060718998634
ch.12583	1.4614692476287694	0.9761856470763312	0.9274827662712136	0.5839203160401008	0.18844071611946356	0.10575706133394824	15	0.4126632604171205
ch.1028	1.8590698730221542	1.4651952645255755	1.4744629303246812	1.1376745209026886	0.45561181044804855	2.9230091727137686	68	1.4651575542581539e-05
ch.11434	1.35796185116165	1.463711504085276	0.932462971567173	1.3142561917114046	0.18885863558340854	1.9137738547383187	44	4.099530750040229e-05
ch.11977	1.1663519533013202	0.6546489400252256	1.1130754554542057	0.8818482158053295	-0.709989551934872	0.5944250484739355	50	0.009886527509171609
ch.7707	0.9372495962238052	0.8256133992290127	0.683655419599666	0.41803989488894	0.9784673504138331	1.6092967168829053	25	0.0041657958388102425
ch.662	0.9200090699905927	0.945499432090221	0.7266431965704162	0.08072484968810312	0.8826464385408691	2.0029844720724475	33	0.015030828406889551
ch.13441	3.654620587008662	1.6704515143016083	0.06579093917846046	0.1081347808284665	2.7896413043977715	-1.3461199785068263	49	0.035037038396716715
ch.13887	4.791435131749229	1.9958279583476846	0.4299333765345029	0.9364841676043169	-1.2240507880391578	1.7159810359589813	66	0.024582943028770128
ch.13096	4.942910088450306	2.378296756066309	0.9723805152350116	-0.1293421181619384	0.7272722871065239	2.288695483087624	63	0.0039586789732296524
ch.15471	-0.7448493531451456	2.3600217910541823	-0.0938256744704703	0.5643347358572471	1.5732090441075848	3.7626309423883093	100	0.0008230580296608936
ch.16995	3.653835168851767	1.6251129115872387	0.1093420805655696	1.218677713448575	1.5887249854021919	1.86105950565252	59	0.0006557056328620159
ch.4980	0.43915723467814094	1.3085907029470119	1.2151567668688346	1.7637020538852264	0.15129613717202495	3.1111847106424078	55	0.00028173188808623955
ch.3671	1.0566306024722811	0.7621751904861963	0.7650164353393236	0.5765824229397355	0.8370017260458836	2.021671993476195	15	0.06187496625800208
ch.1545	1.7665798187604231	1.3217081028013191	1.6340978462491433	0.6081733429016563	-1.4218638966543349	1.6687599172285181	10	0.00815644112279431
ch.3726	2.5216141586473406	2.161246604755133	0.519559163658476	2.3540516289511326	0.57911841234281	2.40127601484476	21	0.11975520968403727
ch.6284	4.38804937293555	1.2307122207013221	-0.5527123852268628	2.675221041310607	1.2292639781260362	0.2947197441388847	95	0.034407148716387635
ch.7191	3.3176903657205363	1.1296905654336014	2.161392224115204	1.4183412528135393	0.5307588593373853	0.3362915875839607	37	6.342136884316601e-05
ch.16378	0.643648825522637	0.7056000906138965	2.1933126235013694	1.1048522070599545	0.5507521691916777	-0.44909194583532475	87	0.2082140399888224
ch.6273	0.4365265092169982	0.871961521668315	0.9853028045415776	0.6966617634957879	0.2387305374660198	0.9484613752301303	15	0.8260584999203957
ch.147	1.6266631397755749	0.5253742525210705	0.2965555685900978	0.41501729700384105	0.737844142894609	1.735513791564307	19	0.02497228122712756
ch.2416	1.3427001652726913	1.963096328977882	-0.13959354681801084	-0.36020017308177965	0.18757982703012555	3.085633586737288	24	0.16979053563110633
ch.6260	2.7414934252420373	3.39757636526459	2.039478280982409	0.9545707151007953	-1.2455997353729513	2.5913604780442276	77	0.05877428798497086
ch.7306	3.5293154577094015	1.3674746187980618	1.483720809408514	1.5199286720057228	-0.036404305694495376	-0.6163728202743225	64	7.304703849721711e-05
ch.16796	2.7550453498213483	1.0420033089563998	0.24333480957553455	1.5355787166975523	1.3239153413457048	-0.749409424783493	18	0.05530898643650234
ch.2557	0.11146152884964855	0.9218050595552278	0.7088271177763094	0.7063279979090783	4.067755110680086	0.12154924371303488	85	1.5493607496288322
ch.1458	1.7581543926181236	1.4474397042808138	0.7491230721666957	1.3217094923768036	1.9346939428957977	1.2005025547320274	37	0.0002403384452288458
ch.4364	3.753784260712911	3.318750174734607	0.7557071716106266	0.4418726077169207	-0.07225849947018392	2.3224354724902634	78	2.7987739112446165e-07
ch.5061	1.8294993424522492	1.4339634243527244	0.4450477128868171	0.5863833731293159	-0.5746444731487813	0.43283378699053954	89	0.0010246481450141027
ch.1226	2.7722142402996726	1.5695180233608774	1.0483886964657447	0.5000823649321308	-0.4115592096920636	1.633250511265421	54	0.0013660141750621183
ch.17155	3.3568475933933772	1.4735365256422877	2.504852882959068	-0.576255505637444	-1.0209066311083206	3.655684061045826	60	0.00016113683369551853
ch.7395	2.2138605852547153	1.3302818575974136	0.5001599335676198	0.7264392671935502	0.3521455665303148	0.8737193121777515	34	0.48274604311837516
ch.6338	1.1440596914356003	0.9365358969313052	1.7625017818088526	1.08925124947748	0.520459641442492	2.1695623587340993	51	0.03281706781959226
ch.1815	1.5200776378576966	0.5712921837393743	1.1640439469880501	0.4974054415312018	0.2426518859807386	0.37448725543769146	11	0.05887116558769716
ch.6271	3.5121292827837465	1.521984850468323	1.438590258018889	1.553860879585418	1.8826225543244273	3.1164932245285293	77	6.001677154754425e-05
ch.9281	3.327726036384936	1.524707282802936	0.3194359974170953	1.3476151570496426	0.6354958567246518	1.416796190477118	34	0.0016441804064521988
ch.15762	1.6061267933304282	0.7024173923408166	1.154902773942505	1.0160003722996633	0.901603678500949	2.827869206089145	32	0.008813848453539304
ch.15431	-0.2937628180724986	0.44437551531879516	0.40032518928157	1.0465452020598047	0.8440646345733602	3.0359175508277287	45	0.0061800460186756225
ch.4163	1.6563958663536287	1.5110710899999238	-0.6946659782573719	-0.6355529052887698	0.18065395350843172	2.6454075260658407	32	0.044124500772918095
ch.920	3.141230252442757	1.3460019378083448	1.3558964895391774	-0.17851456096320772	0.1380248817485259	0.9752813626077865	76	0.0002897463196030812
ch.12165	2.4082394568605996	1.9997689909483514	2.28770817900494	3.418967144006757	0.31933839503048345	2.6579187515367093	20	0.0027479702473945673
ch.6962	2.773054708676935	1.9794244546660247	1.0899254371661682	1.1897717992225423	0.7884736022605104	2.068151754250153	47	0.0003645165361872244
ch.12375	1.8638530301387253	0.87714961373219	1.9512794591982972	1.03008264698589	1.4618234022224303	1.590586611811064	15	0.03680765519862017
ch.12942	2.7322979512166894	1.2298871039955734	2.344311738305157	2.951024298587636	-0.4367229454072339	2.6937101655070297	27	0.00015111195600386092
ch.12238	1.7958355391851273	0.7362616616395594	1.0933909326959583	0.7990066885791003	0.3637247972089368	1.756243199941805	27	0.11690347673893435
ch.9221	1.3754293510875317	2.533092092652146	-0.4485246156089625	0.40401094430382667	2.5597970457509844	3.113505605020341	36	0.21505963807134165
ch.591	4.735648688458702	1.9814622611057007	0.36080739498612	0.5217712199946113	0.5474978090433348	3.79201949738503	66	0.00010133068505210553
ch.16618	1.8300204251847165	1.3355350441704457	1.020621528356855	0.9935603399673383	0.9061540451702395	1.985289718264304	61	2.8723242044699874e-06
ch.6337	1.4618939928038834	0.7611534498756684	1.626772969288215	0.6391303703053062	-0.4014484849464739	1.5385558136342534	14	0.039618571730386666
ch.4495	2.427638244270577	1.2722678846666235	3.3318351355441873	0.964299689787287	0.6404009828293995	2.772370203956338	5	0.017993089452701228
ch.7402	3.968264360304417	1.6161362384019229	1.0428828435563768	1.3630045029534337	1.7985705062007278	0.26457515000826715	73	0.00036579945691995807
ch.10104	0.8092003076728501	1.6308010880120607	1.0944004347018863	-1.5353161551618486	1.8117212858454415	1.3163405744362597	3	1.0108374849601462
ch.7124	-0.27303818740328967	2.0960642438654764	0.9556516055525355	1.8956874199062814	-0.666154559587328	4.549652766617189	84	0.0022221579868210413
ch.17458	0.10350398758689472	0.8284825456165869	0.7197323008438627	2.0557788240346806	0.46855046767737274	5.517282406115431	80	0.2107347450373111
